과목번호-분반,과목명,교수,학점,수업시간/강의실,학년,강의평,담은 인원,비고
MAT3020-01,통계학입문,임경수,3,"월,수 10:30~11:45 [K303]",2학년,,40,"컴퓨터공학전공학생들의 수강불가, 응용수학I(MAT2410)과 동등한 과목임"
MAT3110-01,이산수학,"Ho, Pak Tung",3,"수,금 09:00~10:15 [K307]",3-4학년,,62,영어강의
MAT3430-01,응용통계학및실습,임경필,3,"화,목 09:00~10:15 [RA205]",3-4학년,,18,실습과목
MAT3430-02,응용통계학및실습,임경필,3,"화,목 12:00~13:15 [RA205]",3-4학년,,25,실습과목
MAT3450-01,계산수학및실습,임경수,3,"월,수 16:30~17:45 [K309]",3-4학년,,15,
MAT4110-01,추상대수학I,박진형,3,"화,목 10:30~11:45 [K507]",3학년,,38,영어강의
MAT4110-02,추상대수학I,조장현,3,"월,수 12:00~13:15 [RA408]",3학년,,45,
MAT4210-01,복소수함수론I,조상현,3,"월,수 10:30~11:45 [K502]",3학년,,49,
MAT4310-01,미분기하학,"Ho, Pak Tung",3,"수,금 13:30~14:45 [RA410]",3학년,,67,영어강의
MAT4330-01,위상수학개론II,이종범,3,"수,금 15:00~16:15 [K507]",4학년,,23,"영어강의, 구MATG320/구 위상수학특론의대체과목"
MAT4510-01,학부개별연구,이영란,3,,3-4학년,,0,"특수연구, 전공학점으로 인정되지 않음"
MATG210-01,실해석학I,이재성,3,"화,목 10:30~11:45 [K404]",4학년,,31,"학부-대학원 연계과목, 대학원초급과목,구MAT5210"
MATQ981-01,수학교과교육론,김구연,3,"화,목 12:00~13:15 [J317]",3-4학년,,6,"영어강의, 교직이수자만 전공학점으로 인정"
PHY1001-01,일반물리I,김도석,3,"월,수 10:30~11:45 [RA406B]",1학년,,89,
PHY1001-02,일반물리I,이현철,3,"월,수 12:00~13:15 [RA406B]",1학년,,61,
PHY1001-03,일반물리I,이기진,3,"화,목 09:00~10:15 [RA406B]",1학년,,74,
PHY1001-04,일반물리I,임채호,3,"화,목 10:30~11:45 [RA406B]",1학년,,77,물리전공 전용반
PHY1001-05,일반물리I,김현정,3,"화,목 12:00~13:15 [RA406B]",1학년,,124,
PHY1001-06,일반물리I,손원민,3,"화,목 13:30~14:45 [AS510]",1학년,,84,
PHY1001-07,일반물리I,Scopel Stefano,3,"화,목 15:00~16:15 [RA204]",1학년,,100,영어강의
PHY1001-08,일반물리I,정현식,3,"수,금 09:00~10:15 [RA406B]",1학년,,71,
PHY1001-09,일반물리I,장준익,3,"수,금 13:30~14:45 [RA406B]",1학년,,68,공학인증
PHY1001-10,일반물리I,정명화,3,"수,금 15:00~16:15 [RA406B]",1학년,,75,공학인증
PHY1101-01,일반물리실험I,김도석,1,월 13:30~15:20 [R103],1학년,,31,
PHY1101-02,일반물리실험I,박정혁,1,월 13:30~15:20 [R107],1학년,,26,공학인증
PHY1101-03,일반물리실험I,박정혁,1,월 15:30~17:20 [R103],1학년,,24,공학인증
PHY1101-04,일반물리실험I,이범훈,1,월 15:30~17:20 [R107],1학년,,31,
PHY1101-05,일반물리실험I,Scopel Stefano,1,월 17:30~19:20 [R103],1학년,,25,영어강의
PHY1101-06,일반물리실험I,임채호,1,월 17:30~19:20 [R107],1학년,,18,공학인증
PHY1101-07,일반물리실험I,김도석,1,화 13:30~15:20 [R103],1학년,,19,
PHY1101-08,일반물리실험I,이기진,1,화 13:30~15:20 [R107],1학년,,27,공학인증
PHY1101-09,일반물리실험I,이기진,1,화 15:30~17:20 [R103],1학년,,21,
PHY1101-10,일반물리실험I,이현철,1,화 15:30~17:20 [R107],1학년,,34,
PHY1101-11,일반물리실험I,Scopel Stefano,1,화 17:30~19:20 [R103],1학년,,23,영어강의
PHY1101-12,일반물리실험I,정현식,1,화 17:30~19:20 [R107],1학년,,22,공학인증
PHY1101-13,일반물리실험I,김도석,1,수 13:30~15:20 [R103],1학년,,28,
PHY1101-14,일반물리실험I,이기진,1,수 13:30~15:20 [R107],1학년,,24,
PHY1101-15,일반물리실험I,박정혁,1,수 15:30~17:20 [R103],1학년,,32,
PHY1101-16,일반물리실험I,임채호,1,수 15:30~17:20 [R107],1학년,,30,
PHY1101-17,일반물리실험I,Scopel Stefano,1,수 17:30~19:20 [R103],1학년,,25,영어강의
PHY1101-18,일반물리실험I,정명화,1,수 17:30~19:20 [R107],1학년,,31,공학인증
PHY1101-19,일반물리실험I,김원태,1,목 13:30~15:20 [R103],1학년,,19,공학인증
PHY1101-20,일반물리실험I,이범훈,1,목 13:30~15:20 [R107],1학년,,25,
PHY1101-21,일반물리실험I,손원민,1,목 15:30~17:20 [R103],1학년,,18,
PHY1101-22,일반물리실험I,임채호,1,목 15:30~17:20 [R107],1학년,,19,
PHY1101-23,일반물리실험I,김원태,1,목 17:30~19:20 [R103],1학년,,22,
PHY1101-24,일반물리실험I,조규만,1,목 17:30~19:20 [R107],1학년,,18,공학인증
PHY1101-25,일반물리실험I,손원민,1,금 13:30~15:20 [R103],1학년,,23,
PHY1101-26,일반물리실험I,이범훈,1,금 13:30~15:20 [R107],1학년,,23,
PHY1101-27,일반물리실험I,손원민,1,금 15:30~17:20 [R103],1학년,,18,
PHY1101-28,일반물리실험I,이현철,1,금 15:30~17:20 [R107],1학년,,18,
PHY1101-29,일반물리실험I,김원태,1,금 17:30~19:20 [R103],1학년,,10,
PHY1101-30,일반물리실험I,이현철,1,금 17:30~19:20 [R107],1학년,,24,공학인증
PHY2001-01,역학I,김현정,3,"화,목 10:30~11:45 [RA310]",2학년,,65,영어강의
MEE2022-01,열역학I,정시영,3,"화,목 10:30~11:45 [K504]",2학년,,71,"홀짝구분, 홀수학번"
MEE2022-02,열역학I,김대중,3,"화,목 15:00~16:15 [K401]",2학년,,31,"영어강의, 홀짝구분, 짝수학번"
PHY2003-01,전자기학I,박정혁,3,"화,목 13:30~14:45 [RA310]",2학년,,53,"영어강의, (=전자공학과 전자장론I, 둘 중 한과목만 학점인정)"
PHY2004-01,전자기학II,손원민,3,"수,금 13:30~14:45 [RA406A]",2학년,,8,영어강의
PHY2005-01,수리물리학I,Scopel Stefano,3,"수,금 09:00~10:15 [RA308]",2학년,,48,영어강의
PHY2101-01,실험물리학I,장준익,2,월 15:00~18:50 [R110],2학년,,13,
PHY2101-02,실험물리학I,장준익,2,수 15:00~18:50 [R110],2학년,,12,
PHY2101-03,실험물리학I,정현식,2,목 15:00~18:50 [R110],2학년,,13,
PHY2101-04,실험물리학I,임채호,2,금 15:00~18:50 [R110],2학년,,12,
PHY3001-01,양자물리학I,이현철,3,"월,수 10:30~11:45 [RA410]",3학년,,44,
PHY3003-01,열역학,김도석,3,"화,목 12:00~13:15 [RA310]",3학년,,34,
CBE3002-01,공정열역학,임종성,3,"화,목 15:00~16:15 [K301]",3학년,,48,
MEE4032-01,미소열유체역학,"Cho, Sungkwon",3,"수,금 13:30~14:45 [AS311]",3-4학년,,4,"영어강의, (구)마이크로열유체공학"
PHY3101-01,실험물리학III,김현정,2,월 15:00~18:50 [R108],3학년,,11,
PHY3101-02,실험물리학III,김현정,2,수 15:00~18:50 [R108],3학년,,10,
PHY3101-03,실험물리학III,정명화,2,목 15:00~18:50 [R108],3학년,,4,
PHY3101-04,실험물리학III,조규만,2,금 15:00~18:50 [R108],3학년,,11,
PHY3501-01,물리캡스톤디자인I,한도석,3,금 10:30~13:15 [AS305],2-4학년,,19,
PHY4001-01,고체물리학I,정현식,3,"수,금 15:00~16:15 [AS412]",3-4학년,,25,
PHY4003-01,현대광학I,장준익,3,"화,목 09:00~10:15 [AS305]",3-4학년,,19,영어강의
PHY4005-01,기초입자이론I,김원태,3,"화,목 15:00~16:15 [AS311]",4학년,,15,영어강의
PHY4016-01,디스플레이물리,이기진,3,월 13:30~16:15 [AS305],3-4학년,,22,
PHY4201-01,특수연구,임채호,3,화 16:30~18:00 [R404],4학년,,3,"전공학점으로 인정되지 않음.(총학점에는 포함됨), 전공학점 인정되지 않음.(총학점 포함됨)/교수님과 함께하는 프로젝트과목"
BIO4921-01,특수연구,이갑열,3,,4학년,,1,"""*전공학점 불포함, 졸업학점 포함
*응용바이오기술실험과 동시수강 불가
*7학기 이상 수강가능"", 전공학점으로 인정되지 않음.(총학점에는 포함됨)"
BNT3091-01,특수연구I,장진호,3,,4학년,,0,"바이오융합기술연계 전공학생만 수강가능, 바이오융합전공 학생만 수강가능"
PHY4202-01,물리학특강,PalUmapada,3,"월,수 12:00~13:15 [AS311]",3-4학년,,12,영어강의
PHY4203-01,물리특허와기술이전,김현진,1,화 15:00~15:50 [K208],4학년,,5,"전공학점으로 인정되지 않음.(총학점에는 포함됨), 전공학점으로 인정되지 않음.(총학점에는 포함됨)"
PHY4204-01,졸업프로젝트,임채호,3,화 16:30~18:00 [R404],4학년,,0,"전공학점으로 인정되지 않음.(총학점에는 포함됨), 전공학점 인정되지 않음.(총학점 포함됨)/교수님과 함께하는 프로젝트과목"
AAT4015-01,졸업창작프로젝트I,"최용순, 김상용",1,,3-4학년,,0,"구) ANT4002, 과목평가:S/U"
AAT4016-01,졸업창작프로젝트II,"최용순, 김상용",1,,3-4학년,,0,구) ANT4006 과목평가:S/U
AAT4017-01,졸업창작프로젝트III,"김상용, 최용순",1,,3-4학년,,0,"구) ANT4010, 과목평가:S/U"
PHYG001-01,고전물리I,박정혁,3,"화,목 12:00~13:15 [K506]",4학년,,5,"대학원초급과목, 대학원초급과목,구PHY5001"
ECO2001-01,경제학원론I,김종화,3,"월,수 10:30~11:45 [GN101]",1학년,,182,
ECO2001-02,경제학원론I,안태현,3,"월,수 12:00~13:15 [GN201]",1학년,,151,영어강의
ECO2001-03,경제학원론I,김영철,3,"월,수 16:30~17:45 [GN201]",1학년,,77,
ECO2001-04,경제학원론I,조무상,3,"수,금 13:30~14:45 [GN201]",1학년,,147,
ECO2001-05,경제학원론I,최경덕,3,"수,금 15:00~16:15 [GN201]",1학년,,114,
ECO2001-06,경제학원론I,정지은,3,"화,목 09:00~10:15 [GN101]",1학년,,107,
ECO2001-07,경제학원론I,전현배,3,"화,목 12:00~13:15 [GN102]",1학년,,107,영어강의
ECO2001-08,경제학원론I,김홍균,3,"화,목 15:00~16:15 [GN201]",1학년,,134,
ECO2001-09,경제학원론I,왕윤종,3,"화,목 16:30~17:45 [GN202]",1학년,,104,
ECO2002-01,경제학원론II,김종화,3,"월,수 16:30~17:45 [GN202]",1학년,,111,
ECO2002-02,경제학원론II,곽노선,3,"화,목 13:30~14:45 [GN201]",1학년,,104,
ECO2002-03,경제학원론II,왕윤종,3,"화,목 15:00~16:15 [GN101]",1학년,,103,
ECO2002-04,경제학원론II,박정수,3,"화,목 16:30~17:45 [GN201]",1학년,,105,
ECO2003-01,경제수리기초,이강오,3,"화,목 09:00~10:15 [GN202]",1학년,,96,미적분학I을 수강한 전학생 및 07학번 이전학생(07포함) 수강불가
ECO2003-02,경제수리기초,이강오,3,"화,목 12:00~13:15 [GN202]",1학년,,131,미적분학I을 수강한 전학생 및 07학번 이전학생(07포함) 수강불가
ECO2004-01,경제통계학,주하연,3,"수,금 13:30~14:45 [GN202]",1학년,,64,"영어강의, 수학,컴공 전공자 수강불가(통계학입문으로 대체),경영통계 수강자 수강불가"
ECO2004-02,경제통계학,사공용,3,"화,목 09:00~10:15 [GN201]",1학년,,63,"수학,컴공 전공자 수강불가(통계학입문으로 대체),경영통계 수강자 수강불가"
ECO2004-03,경제통계학,사공용,3,"화,목 13:30~14:45 [GN202]",1학년,,113,"수학,컴공 전공자 수강불가(통계학입문으로 대체),경영통계 수강자 수강불가"
ECO2006-01,미시경제학I,Iris Haydar Doruk,3,"수,금 09:00~10:15 [GN102]",2학년,,71,"영어강의, 선수과목: 경제학원론Ⅰ, 경제수리기초(혹은 미적분학 I이나 미적분학 II), 선수과목: 경제학 원론Ⅰ, 경제수리기초(혹은 미적분학I이나 미적분학II)"
ECO2006-02,미시경제학I,전성훈,3,"수,금 13:30~14:45 [GN301]",2학년,,61,"선수과목: 경제학 원론Ⅰ, 경제수리기초(혹은 미적분학I이나 미적분학II), 선수과목: 경제학 원론Ⅰ, 경제수리기초(혹은 미적분학I이나 미적분학II)"
ECO2006-03,미시경제학I,주하연,3,"수,금 15:00~16:15 [GN202]",2학년,,47,"영어강의, Honors과목, 선수과목: 경제학 원론Ⅰ, 경제수리기초(혹은 미적분학I이나 미적분학II), Honors Class: CGPA3.3이상 & 경제원론I,II, 경, 선수과목: 경제학 원론Ⅰ, 경제수리기초(혹은 미적분학I이나 미적분학II)"
ECO2006-04,미시경제학I,김도영,3,"화,목 12:00~13:15 [GN301]",2학년,,98,"영어강의, 선수과목: 경제학 원론Ⅰ, 경제수리기초(혹은 미적분학I이나 미적분학II), 선수과목: 경제학 원론Ⅰ, 경제수리기초(혹은 미적분학I이나 미적분학II)"
ECOG010-01,고급미시경제학I,Iris Haydar Doruk,3,"수,금 13:30~14:45 [GN304]",4학년,,8,"영어강의, 대학원 초급과목; 선수과목: 미시경제학Ⅰ; 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), 대학원초급과목,구ECO5010"
ECO2007-01,거시경제학I,조장옥,3,"월,수 10:30~11:45 [GN201]",2학년,,47,"선수과목: 경제학 원론Ⅰ, 경제학 원론Ⅱ, 경제수리기초(혹은 미적분학 I이나 미적분학 II), 선수과목: 경제학 원론Ⅰ, 경제학 원론Ⅱ, 경제수리기초(혹은 미적분학 I"
ECO2007-02,거시경제학I,이윤수,3,"월,수 12:00~13:15 [GN202]",2학년,,53,"영어강의, 선수과목: 경제학 원론Ⅰ, 경제학 원론Ⅱ, 경제수리기초(혹은 미적분학 I이나 미적분학 II), 선수과목: 경제학 원론Ⅰ, 경제학 원론Ⅱ, 경제수리기초(혹은 미적분학 I"
ECO2007-03,거시경제학I,곽노선,3,"화,목 10:30~11:45 [GN202]",2학년,,86,"선수과목: 경제학 원론Ⅰ, 경제학 원론Ⅱ, 경제수리기초(혹은 미적분학 I이나 미적분학 II), 선수과목: 경제학 원론Ⅰ, 경제학 원론Ⅱ, 경제수리기초(혹은 미적분학 I"
ECOG020-01,고급거시경제학I,남주하,3,"수,금 15:00~16:15 [GN304]",4학년,,4,"대학원 초급과목; 선수과목: 미시경제학Ⅰ, 거시경제학 I; 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), 대학원초급과목,구ECO5020"
ECO2008-01,수리경제학,김영철,3,"월,수 12:00~13:15 [GN301]",2학년,,97,"영어강의, 선수과목: 경제학원론I, 경제수리기초(혹은 미적분학I 이나 미적분학II)"
ECO2009-01,계량경제학I,최인,3,"월,수 16:30~17:45 [GN301]",2-3학년,,41,"선수과목: 경제통계학(혹은 통계학입문 또는 경영통계학), 선수과목:경제통계학(혹은 통계학입문 또는 경영통계학)"
ECO2009-02,계량경제학I,이한식,3,"화,목 10:30~11:45 [GN201]",2-3학년,,87,"선수과목: 경제통계학(혹은 통계학입문 또는 경영통계학), 선수과목:경제통계학(혹은 통계학입문 또는 경영통계학)"
ECO2009-03,계량경제학I,이영훈,3,"화,목 15:00~16:15 [GN202]",2-3학년,,67,"Honors과목, 선수과목: 경제통계학(혹은 통계학입문 또는 경영통계학); HONORS CLASS:CGPA3.3이상 & 경제원론
I,II,
경제수리기초,경제통계, 선수과목:경제통계학(혹은 통계학입문 또는 경영통계학)"
ECOG030-01,고급계량경제학I,이한식,3,"화,목 13:30~14:45 [GN304]",4학년,,9,"대학원 초급과목; 선수과목: 계량경제학; 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), 대학원초급과목,구ECO5030"
ECO3001-01,산업경제학,전현배,3,"화,목 09:00~10:15 [GN102]",3-4학년,,63,"선수과목: 미시경제학Ⅰ; 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), (구)산업조직론"
ECO3002-01,노동경제학,남성일,3,"화,목 12:00~13:15 [GN201]",3-4학년,,112,"선수과목: 미시경제학Ⅰ, 경제통계학(혹은 통계학입문이나 경영통계학); 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능"
ECO3004-01,도시경제학,김경환,3,"화,목 13:30~14:45 [GN301]",3-4학년,,70,선수과목: 미시경제학 I; 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)
ECO3005-01,환경경제학,"Heshmati, Almas",3,"월,수 10:30~11:45 [GN202]",3-4학년,,43,"영어강의, 선수과목: 미시경제학Ⅰ, 거시경제학Ⅰ; 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)"
ECO3008-01,금융경제학,남주하,3,"수,금 13:30~14:45 [GN102]",3-4학년,,71,"선수과목: 미시경제학Ⅰ, 거시경제학Ⅰ; 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)"
ECO3009-01,공공경제학,김홍균,3,"화,목 10:30~11:45 [GN301]",3-4학년,,89,"선수과목: 미시경제학Ⅰ, 거시경제학Ⅰ; 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), (구) 재정학"
ECO3010-01,국제무역론,허정,3,"화,목 15:00~16:15 [GN102]",3-4학년,,114,"영어강의, 선수과목: 미시경제학 I; 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능"
ECO3021-01,경제성장론,송의영,3,"월,수 10:30~11:45 [GN301]",3-4학년,,77,"선수과목: 경제수리기초(혹은 미적분학 I이나 미적분학 II), 거시경제학 I; 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강"
ECO4006-01,정보경제학,김도영,3,"화,목 16:30~17:45 [GN301]",3-4학년,,95,선수과목: 미시경제학Ⅰ; 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)
ECO4009-01,파생상품시장,사공용,3,"화,목 10:30~11:45 [GN102]",3-4학년,,111,"선수과목: 미시경제학Ⅰ, 경제통계학; 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)"
ECO4010-01,국제금융시장,박정수,3,"화,목 12:00~13:15 [GN101]",3-4학년,,108,"영어강의, 선수과목: 경제학 원론Ⅰ, 경제학 원론Ⅱ; 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)"
