학년도,학기,소속,학과,과목번호,분반,과목명,학점,수업시간/강의실,시간,교수진,수강생수,영어강의,중국어강의,공학인증,국제학생,Honors과목,홀짝구분,승인과목,시험일자,수강대상,권장학년,수강신청 참조사항,과목 설명,비고
2018 학년도,2학기,학부,영미어문전공,ENG2101,4,영문학작문,3.0,"화,목 09:00~10:15 [J217]",3.0,신문주,18,O,,,,,,,,전학년,1-2학년,,,전학년 대상
2018 학년도,2학기,학부,영미어문전공,ENG2103,1,작문과수사학,3.0,"수,금 15:00~16:15 [J211]",3.0,채서영,13,,,,,,,,,"2,3,4학년",2-4학년,,영작문연습(ENG2107)의 대체과목,2-4학년/ 20명 이하
2018 학년도,2학기,학부,영미어문전공,ENG2104,1,실용영문법,3.0,"월,수 12:00~13:15 [J102]",3.0,Yoo Isaiah WonHo,72,O,,,,,,,,전학년,2-4학년,,,
2018 학년도,2학기,학부,영미어문전공,ENG3002,1,초기영문학,3.0,"월,수 10:30~11:45 [J319]",3.0,윤주옥,18,,,,,,,,,"2,3,4학년",2-4학년,,,2-4학년
2018 학년도,2학기,학부,영미어문전공,ENG3004,1,셰익스피어,3.0,"화,목 16:30~17:45 [J219]",3.0,김태원,22,,,,,,,,,전학년,2-4학년,,,
2018 학년도,2학기,학부,영미어문전공,ENG3011,1,19세기미국문학,3.0,"월,수 16:30~17:45 [J112]",3.0,장기윤,15,O,,,,,,,,"2,3,4학년",2-4학년,,,2-4학년
2018 학년도,2학기,학부,영미어문전공,ENG3101,1,현대시,3.0,"화,목 10:30~11:45 [J219]",3.0,신문주,37,,,,,,,,,"2,3,4학년",2-4학년,,,2-4학년
2018 학년도,2학기,학부,영미어문전공,ENG3104,1,현대영국소설,3.0,"화,목 13:30~14:45 [J307]",3.0,김부성,32,O,,,,,,,,"2,3,4학년",2-4학년,,,인원제한 없음/ 2-4학년 대상
2018 학년도,2학기,학부,영미어문전공,ENG3107,1,현대미국소설,3.0,금 10:30~13:15 [J202],3.0,김명성,34,,,,,,,,,"2,3,4학년",2-4학년,,,2-4학년
2018 학년도,2학기,학부,영미어문전공,ENG3202,1,문학과환경,3.0,"수,금 09:00~10:15 [J325]",3.0,김치헌,19,O,,,,,,,,전학년,2-4학년,,,1-4학년
2018 학년도,2학기,학부,영미어문전공,ENG3222,1,소설의기원과발달,3.0,"화,목 15:00~16:15 [J323]",3.0,신경원,14,,,,,,,,,전학년,2-4학년,,,학년제한없음
2018 학년도,2학기,학부,영미어문전공,ENG3228,1,여행문학,3.0,"수,금 15:00~16:15 [J106]",3.0,BonfiglioRichardPaul,11,O,,,,,,,,"2,3,4학년",2-4학년,,2018이후 학번 미국문화 전공인정불가,2-4학년 대상
2018 학년도,2학기,학부,영미어문전공,ENG3229,1,비교문학,3.0,"수,금 13:30~14:45 [J327]",3.0,BonfiglioRichardPaul,19,O,,,,,,,,"2,3,4학년",2-4학년,,,2-4학년 대상
2018 학년도,2학기,학부,영미어문전공,ENG3302,1,영어형태론,3.0,금 10:30~13:15 [J207],3.0,서샛별,20,,,,,,,,,전학년,2-4학년,,,전학년
2018 학년도,2학기,학부,영미어문전공,ENG3304,1,영어음운론,3.0,"화,목 10:30~11:45 [J112]",3.0,정인기,9,O,,,,,,,,"2,3,4학년",2-4학년,,,
2018 학년도,2학기,학부,영미어문전공,ENG3307,1,영어의미론,3.0,"수,금 09:00~10:15 [J112]",3.0,국지연,20,,,,,,,,,전학년,2-4학년,,,전학년
2018 학년도,2학기,학부,영미어문전공,ENG3309,1,언어와인지,3.0,"화,목 15:00~16:15 [J202]",3.0,조숙환,23,,,,,,,,,"2,3,4학년",2-4학년,,,
2018 학년도,2학기,학부,영미어문전공,ENG3312,1,언어와사회,3.0,"수,금 13:30~14:45 [J110]",3.0,채서영,16,,,,,,,O,,"2,3,4학년",2-4학년,,,"수강허가과목, 언어학개론 수강자에 한함, 과사에 직접 문의 (언어학개론 몇 년도 수강, 교수님 등)"
2018 학년도,2학기,학부,영미어문전공,ENG3407,1,대화분석,3.0,"월,수 10:30~11:45 [K406]",3.0,이요안,12,,,,,,,,,전학년,2-4학년,,(구) ENG3310 담화분석개론,
2018 학년도,2학기,학부,영미어문전공,ENG3409,1,영어발음의이해,3.0,"월,수 16:30~17:45 [K406]",3.0,Yoo Isaiah WonHo,16,,,,,,,,,전학년,1-4학년,,"(구) ENG3316, 영어듣기,말하기캡스톤디자인",
2018 학년도,2학기,학부,영미어문전공,ENG4099,1,개별연구논문,3.0,화 18:00~20:45,3.0,Yoo Isaiah WonHo,2,,,,,O,,O,,,3-4학년,,,"강의없음. 졸업학점포함되지만 전공학점에는 불포함. 학과장수강승인(영문학과사무실 문의,02-705-8290)"
2018 학년도,2학기,학부,영미어문전공,ENGG002,1,중세르네상스영문학프로세미나,3.0,수 15:00~18:00 [J109],3.0,김태원,1,,,,,O,,,,"3,4학년",3-4학년,,,학석사연계과목/ J관 6층 대학원 강의실
2018 학년도,2학기,학부,영미어문전공,ENGG006,1,초기및19세기미국문학프로세미나,3.0,금 15:00~18:00 [J109],3.0,장기윤,2,,,,,O,,,,"3,4학년",3-4학년,,,학석사연계과목/ J관 6층 대학원 강의실
2018 학년도,2학기,학부,사학전공,HIS2002,1,현대세계의역사적이해,3.0,"화,목 10:30~11:45 [J317]",3.0,윤대영,16,,,,,,,,,전학년,1-2학년,,,
2018 학년도,2학기,학부,사학전공,HIS2003,1,한국사개론,3.0,"수,금 09:00~10:15 [J602]",3.0,김아네스,24,,,,,,,,,전학년,2-4학년,,"구 한국사개설I,II 통합과목",
2018 학년도,2학기,학부,사학전공,HIS2004,1,동아시아사개론,3.0,"월,수 10:30~11:45 [J207]",3.0,전인갑,37,,,,,,,,,전학년,2-4학년,,"구 동양사개설I,II 통합과목",
2018 학년도,2학기,학부,사학전공,HIS3004,1,한국근대사,3.0,"수,금 13:30~14:45 [J202]",3.0,최희정,22,,,,,,,,,전학년,2-4학년,,,
2018 학년도,2학기,학부,사학전공,HIS3006,1,중국고대사,3.0,월 13:30~16:15 [J107],3.0,방향숙,78,,,,,,,,,전학년,2-4학년,,,
2018 학년도,2학기,학부,사학전공,HIS3007,1,중국중세사,3.0,"화,목 15:00~16:15 [J313]",3.0,정면,34,,,,,,,,,전학년,2-4학년,,,
2018 학년도,2학기,학부,사학전공,HIS3009,1,근대중국의개혁과혁명,3.0,"월,수 12:00~13:15 [J211]",3.0,전인갑,20,,,,,,,,,전학년,2-4학년,,,
2018 학년도,2학기,학부,사학전공,HIS3014,1,일본사개설,3.0,"월,수 16:30~17:45 [J321]",3.0,정녕,15,,,,,,,,,전학년,2-4학년,,,
2018 학년도,2학기,학부,사학전공,HIS3021,1,서양고대사,3.0,"월,수 16:30~17:45 [J602]",3.0,오흥식,19,,,,,,,,,전학년,2-4학년,,,
2018 학년도,2학기,학부,사학전공,HIS3022,1,서양중세사,3.0,"월,수 10:30~11:45 [J321]",3.0,박효근,17,,,,,,,,,전학년,2-4학년,,,
2018 학년도,2학기,학부,사학전공,HIS3026,1,민족주의와제국주의시대사,3.0,"수,금 15:00~16:15 [J215]",3.0,이종훈,26,,,,,,,,,전학년,2-4학년,,,
2018 학년도,2학기,학부,사학전공,HIS3027,1,양차세계대전사,3.0,"수,금 13:30~14:45 [J104]",3.0,임지현,25,,,,,,,,,전학년,2-4학년,,(구)서양현대사,
2018 학년도,2학기,학부,사학전공,HIS3035,1,동유럽의역사와문화,3.0,"화,목 12:00~13:15 [J204]",3.0,오승은,39,O,,,,,,,,전학년,2-4학년,,,
2018 학년도,2학기,학부,사학전공,HIS3041,1,한국사상사,3.0,"화,목 10:30~11:45 [J207]",3.0,최기영,22,,,,,,,,,전학년,2-4학년,,,
2018 학년도,2학기,학부,사학전공,HIS3073,1,문화유산현장실습4,1.0,수 16:30~17:45 [J219],1.5,조범환,44,,,,,,,,,전학년,1-4학년,,,
2018 학년도,2학기,학부,사학전공,HIS4001,1,한국사특강1,3.0,"화,목 13:30~14:45 [J112]",3.0,조범환,14,,,,,O,,,,전학년,2-4학년,,,부제 : 역사서로서 『삼국유사』 읽기
2018 학년도,2학기,학부,사학전공,HIS4008,1,동양사특강1,3.0,금 10:30~13:15 [J313],3.0,최진묵,18,,,,,O,,,,전학년,3-4학년,,,
2018 학년도,2학기,학부,사학전공,HIS4014,1,서양사특강3,3.0,금 10:30~13:15 [J112],3.0,김윤경,19,,,,,O,,,,전학년,2-4학년,,,라틴아메리카의 역사
2018 학년도,2학기,학부,사학전공,HIS4018,1,서양사명저해제2,3.0,"화,목 09:00~10:15 [J110]",3.0,백인호,9,,,,,O,,,,전학년,3-4학년,,구 서양사강독2(교과목명변경),
2018 학년도,2학기,학부,사학전공,HISG104,1,한국근대사연습,3.0,화 15:00~17:45 [J614],3.0,최기영,4,,,,,,,,,전학년,3-4학년,,,학석사연계과목
2018 학년도,2학기,학부,사학전공,HISG202,1,동양중세사기초연습,3.0,금 10:30~13:15 [J124],3.0,허지은,1,,,,,,,,,전학년,3-4학년,,,학석사연계과목
2018 학년도,2학기,학부,사학전공,HISQ983,1,역사교과교재연구및지도법,3.0,"화,목 12:00~13:15 [J319]",3.0,김민정,10,O,,,,,,,,전학년,2-4학년,,교직이수자만 전공학점으로 인정,PHIQ983철학교과교재연구및지도법과 합반
2018 학년도,2학기,학부,철학전공,PHI2001,1,철학개론,3.0,"화,목 16:30~17:45 [K302]",3.0,김영건,85,,,,,,,,,전학년,2-4학년,,,
2018 학년도,2학기,학부,철학전공,PHI2004,1,한국철학사,3.0,"수,금 09:00~10:15 [J217]",3.0,조성환,17,,,,,,,,,"2,3,4학년",2-4학년,,,
2018 학년도,2학기,학부,철학전공,PHI2007,1,인식론,3.0,"월,수 10:30~11:45 [J309]",3.0,석기용,38,,,,,,,,,"2,3,4학년",2-4학년,,,
2018 학년도,2학기,학부,철학전공,PHI2008,1,윤리학,3.0,"월,수 12:00~13:15 [J219]",3.0,서상복,56,,,,,,,,,전학년,2-4학년,,,
2018 학년도,2학기,학부,철학전공,PHI3004,1,서양현대철학사,3.0,"화,목 10:30~11:45 [J107]",3.0,서동욱,41,,,,,,,,,"2,3,4학년",2-4학년,,,
2018 학년도,2학기,학부,철학전공,PHI3006,1,아리스토텔레스철학,3.0,"화,목 15:00~16:15 [J309]",3.0,전헌상,76,O,,,,,,,,"2,3,4학년",2-4학년,,,
2018 학년도,2학기,학부,철학전공,PHI3011,1,독일관념론,3.0,"화,목 09:00~10:15 [J112]",3.0,이상헌,16,,,,,,,,,"2,3,4학년",2-4학년,,,
2018 학년도,2학기,학부,철학전공,PHI3024,1,예술철학,3.0,"화,목 10:30~11:45 [J319]",3.0,김산춘,18,,,,,,,,,"2,3,4학년",2-4학년,,,
2018 학년도,2학기,학부,철학전공,PHI3026,1,심리철학,3.0,"화,목 13:30~14:45 [J107]",3.0,오은영,53,,,,,,,,,"2,3,4학년",2-4학년,,,
2018 학년도,2학기,학부,철학전공,PHI3034,1,"위진,당철학사",3.0,"월,수 10:30~11:45 [J323]",3.0,하유진,11,,,,,,,,,"2,3,4학년",2-4학년,,,
2018 학년도,2학기,학부,철학전공,PHI3043,1,주자학,3.0,"화,목 13:30~14:45 [J114]",3.0,정재현,16,O,,,,,,,,"2,3,4학년",2-4학년,,,
2018 학년도,2학기,학부,철학전공,PHI3044,1,양명학,3.0,"수,금 13:30~14:45 [J217]",3.0,정종모,16,,,,,,,,,"2,3,4학년",2-4학년,,구16-062 몸의철학 대체과목,
2018 학년도,2학기,학부,철학전공,PHI4007,1,형이상학특강,3.0,"화,목 12:00~13:15 [J116]",3.0,백승영,6,,,,,,,,,"2,3,4학년",2-4학년,,,
2018 학년도,2학기,학부,철학전공,PHI4099,1,개별연구논문,3.0,,,이상섭,2,,,,,O,,O,,,3-4학년,,,"3-4학년, 학과장수강승인"
2018 학년도,2학기,학부,철학전공,PHIG082,1,동양철학읽기,3.0,"화,목 12:00~13:15 [J122]",3.0,이임찬,8,,,,,O,,,,"3,4학년",3-4학년,,,
2018 학년도,2학기,학부,철학전공,PHIG083,1,서양철학읽기,3.0,"화,목 16:30~17:45 [J122]",3.0,전헌상,12,,,,,O,,,,"3,4학년",1-4학년,,,
2018 학년도,2학기,학부,수학전공,MAT1060,1,미적분학실습II,1.0,월 15:00~16:50 [RA205],2.0,김현석,19,,,,,,,,,전학년,1학년,,,실습과목(RA205)
2018 학년도,2학기,학부,수학전공,MAT1060,2,미적분학실습II,1.0,월 17:00~18:50 [RA205],2.0,김현석,16,,,,,,,,,전학년,1학년,,,실습과목(RA205)
2018 학년도,2학기,학부,수학전공,MAT1060,3,미적분학실습II,1.0,수 15:00~16:50 [RA205],2.0,김현석,18,,,,,,,,,전학년,1학년,,,실습과목(RA205)
2018 학년도,2학기,학부,수학전공,MAT1060,4,미적분학실습II,1.0,수 17:00~18:50 [RA205],2.0,김현석,15,,,,,,,,,전학년,1학년,,,실습과목(RA205)
2018 학년도,2학기,학부,수학전공,MAT1060,5,미적분학실습II,1.0,금 13:30~15:20 [RA205],2.0,김현석,7,,,,,,,,,전학년,1학년,,,실습과목(RA205)
2018 학년도,2학기,학부,수학전공,MAT2110,1,선형대수학,3.0,"월,수 12:00~13:15 [RA308]",3.0,김종수,55,,,O,,,,,,전학년,2학년,,,
2018 학년도,2학기,학부,수학전공,MAT2110,2,선형대수학,3.0,금 10:30~13:15 [RA408],3.0,강유태,60,,,O,,,,,,전학년,2학년,,,
2018 학년도,2학기,학부,수학전공,MAT2110,3,선형대수학,3.0,"화,목 13:30~14:45 [RA308]",3.0,최미란,61,,,O,,,,,,전학년,2학년,,,
2018 학년도,2학기,학부,수학전공,MAT2120,1,정수론,3.0,"월,수 12:00~13:15 [RA310]",3.0,조장현,60,,,O,,,,,,전학년,2학년,,,
2018 학년도,2학기,학부,수학전공,MAT2120,2,정수론,3.0,"화,목 10:30~11:45 [RA308]",3.0,김순영,70,,,O,,,,,,전학년,2학년,,,
2018 학년도,2학기,학부,수학전공,MAT2220,1,고등미적분학II,3.0,"화,목 15:00~16:15 [RA410]",3.0,이재성,67,O,,,,,,,,전학년,2학년,,,
2018 학년도,2학기,학부,수학전공,MAT2220,2,고등미적분학II,3.0,"화,목 13:30~14:45 [RA406A]",3.0,김현석,30,,,,,,,,,전학년,2학년,,,
2018 학년도,2학기,학부,수학전공,MAT2230,1,미분방정식,3.0,"수,금 13:30~14:45 [RA408]",3.0,신창언,36,,,,,,,,,전학년,2학년,,,
2018 학년도,2학기,학부,수학전공,MAT2230,2,미분방정식,3.0,"수,금 15:00~16:15 [RA408]",3.0,"Ho, Pak Tung",58,O,,,,,,,,전학년,2학년,,,
2018 학년도,2학기,학부,수학전공,MAT2420,1,응용수학II,3.0,"화,목 13:30~14:45 [K301]",3.0,유지현,77,,,O,,,[짝수(미사용)],,,전학년,2학년,컴퓨터공학전공(가능),컴퓨터공학전공만 가능,컴퓨터공학전공가능(짝수학번)
2018 학년도,2학기,학부,수학전공,MAT2420,2,응용수학II,3.0,"화,목 15:00~16:15 [RA308]",3.0,유지현,61,,,O,,,[홀수(미사용)],,,전학년,2학년,컴퓨터공학전공(가능),컴퓨터공학전공만 가능,컴퓨터공학전공가능(홀수학번)
2018 학년도,2학기,학부,수학전공,MAT3020,1,통계학입문,3.0,"월,수 10:30~11:45 [RA308]",3.0,임경수,42,,,,,,,,,전학년,2학년,컴퓨터공학전공(1전공 불가능),응용수학I(MAT2410)과 동등한 과목임,컴퓨터공학 전공학생들의 수강불가
2018 학년도,2학기,학부,수학전공,MAT3020,2,통계학입문,3.0,"화,목 10:30~11:45 [RA408]",3.0,임경필,48,,,,,,,,,전학년,2학년,컴퓨터공학전공(1전공 불가능),응용수학I(MAT2410)과 동등한 과목임,컴퓨터공학 전공학생들의 수강불가
2018 학년도,2학기,학부,수학전공,MAT3310,1,현대기하학,3.0,"월,수 10:30~11:45 [K303]",3.0,"Ho, Pak Tung",35,O,,,,,,,,전학년,3-4학년,,,
2018 학년도,2학기,학부,수학전공,MAT3410,1,확률론입문,3.0,"월,수 12:00~13:15 [RA408]",3.0,임경수,42,,,,,,,,,전학년,3-4학년,,,
2018 학년도,2학기,학부,수학전공,MAT3420,1,금융수학,3.0,"화,목 15:00~16:15 [K405]",3.0,이영록,47,,,,,,,,,전학년,3-4학년,,,
2018 학년도,2학기,학부,수학전공,MAT4120,1,추상대수학II,3.0,"화,목 13:30~14:45 [RA310]",3.0,오영탁,63,,,,,,,,,전학년,3학년,,,
2018 학년도,2학기,학부,수학전공,MAT4220,1,복소수함수론II,3.0,"화,목 10:30~11:45 [RA406A]",3.0,이재성,25,O,,,,,,,,전학년,3학년,,,
2018 학년도,2학기,학부,수학전공,MAT4320,1,위상수학개론I,3.0,"수,금 13:30~14:45 [RA308]",3.0,이종범,82,O,,,,,,,,전학년,3학년,,,
2018 학년도,2학기,학부,수학전공,MAT4510,1,학부개별연구,3.0,수 15:00~17:30,3.0,오영탁,1,,,,,,,,,"3,4학년",3-4학년,,"특수연구, 전공학점으로 인정되지 않음",
2018 학년도,2학기,학부,수학전공,MATG220,1,실해석학II,3.0,"화,목 10:30~11:45 [R1418]",3.0,신창언,6,O,,,,,,,,전학년,4학년,,"대학원초급과목,구MAT5220",학부-대학원 연계과목
2018 학년도,2학기,학부,수학전공,MATQ982,1,수학교과논리및논술,3.0,"화,목 15:00~16:15 [J126]",3.0,김구연,7,,,,,,,,,전학년,2-4학년,,교직이수자만 전공학점으로 인정,
2018 학년도,2학기,학부,수학전공,MATQ983,1,수학교과교재연구및지도법,3.0,"화,목 12:00~13:15 [J126]",3.0,김구연,7,O,,,,,,,,전학년,2-4학년,,교직이수자만 전공학점으로 인정,
2018 학년도,2학기,학부,물리학전공,PHY1001,1,일반물리I,3.0,"화,목 12:00~13:15 [RA308]",3.0,김도현,63,,,O,,,,,,전학년,1학년,,,
2018 학년도,2학기,학부,물리학전공,PHY1002,1,일반물리II,3.0,"월,수 12:00~13:15 [RA406B]",3.0,이현철,69,,,,,,,,,전학년,1학년,,,
2018 학년도,2학기,학부,물리학전공,PHY1002,2,일반물리II,3.0,"화,목 09:00~10:15 [RA406B]",3.0,박영재,50,,,O,,,[짝수(미사용)],,,전학년,1학년,컴퓨터공학전공(가능),,컴퓨터학과 전용반(짝수학번)
2018 학년도,2학기,학부,물리학전공,PHY1002,3,일반물리II,3.0,"화,목 10:30~11:45 [RA310]",3.0,정현식,41,,,,,,,,,전학년,1학년,물리학전공(가능),,물리학과 전용반
2018 학년도,2학기,학부,물리학전공,PHY1002,4,일반물리II,3.0,"화,목 13:30~14:45 [RA410]",3.0,김도석,69,,,O,,,[홀수(미사용)],,,전학년,1학년,컴퓨터공학전공(가능),,컴퓨터학과 전용반(홀수학번)
2018 학년도,2학기,학부,물리학전공,PHY1002,5,일반물리II,3.0,"수,금 09:00~10:15 [RA406B]",3.0,이범훈,45,,,,,,,,,전학년,1학년,,,
2018 학년도,2학기,학부,물리학전공,PHY1002,6,일반물리II,3.0,"수,금 13:30~14:45 [K309]",3.0,장준익,45,,,,,,,,,전학년,1학년,,,
2018 학년도,2학기,학부,물리학전공,PHY1002,7,일반물리II,3.0,"수,금 15:00~16:15 [K303]",3.0,Scopel Stefano,41,O,,,,,,,,전학년,1학년,,,
2018 학년도,2학기,학부,물리학전공,PHY1002,8,일반물리II,3.0,"화,목 15:00~16:15 [RA406B]",3.0,손원민,45,,,,,,,,,전학년,1학년,,,
2018 학년도,2학기,학부,물리학전공,PHY1102,1,일반물리실험II,1.0,월 13:30~15:20 [R103],2.0,Scopel Stefano,18,O,,,,,,,,전학년,1학년,,,
2018 학년도,2학기,학부,물리학전공,PHY1102,2,일반물리실험II,1.0,월 13:30~15:20 [R107],2.0,박정혁,17,,,O,,,,,,전학년,1학년,컴퓨터공학전공(가능),,컴퓨터학과 전용반
2018 학년도,2학기,학부,물리학전공,PHY1102,3,일반물리실험II,1.0,월 15:30~17:20 [R103],2.0,Scopel Stefano,19,O,,,,,,,,전학년,1학년,,,
2018 학년도,2학기,학부,물리학전공,PHY1102,4,일반물리실험II,1.0,월 15:30~17:20 [R107],2.0,박정혁,16,,,O,,,,,,전학년,1학년,컴퓨터공학전공(가능),,컴퓨터학과 전용반
2018 학년도,2학기,학부,물리학전공,PHY1102,5,일반물리실험II,1.0,월 17:30~19:20 [R103],2.0,Scopel Stefano,15,O,,,,,,,,전학년,1학년,,,
2018 학년도,2학기,학부,물리학전공,PHY1102,6,일반물리실험II,1.0,월 17:30~19:20 [R107],2.0,이범훈,19,,,O,,,,,,전학년,1학년,컴퓨터공학전공(가능),,컴퓨터학과 전용반
2018 학년도,2학기,학부,물리학전공,PHY1102,7,일반물리실험II,1.0,화 13:30~15:20 [R103],2.0,박영재,12,,,,,,,,,전학년,1학년,,,
2018 학년도,2학기,학부,물리학전공,PHY1102,8,일반물리실험II,1.0,화 13:30~15:20 [R107],2.0,장준익,13,,,,,,,,,전학년,1학년,,,
2018 학년도,2학기,학부,물리학전공,PHY1102,9,일반물리실험II,1.0,화 15:30~17:20 [R103],2.0,박영재,16,,,,,,,,,전학년,1학년,,,
2018 학년도,2학기,학부,물리학전공,PHY1102,10,일반물리실험II,1.0,화 15:30~17:20 [R107],2.0,김도석,16,,,,,,,,,전학년,1학년,,,
2018 학년도,2학기,학부,물리학전공,PHY1102,11,일반물리실험II,1.0,화 17:30~19:20 [R103],2.0,박영재,20,,,O,,,,,,전학년,1학년,컴퓨터공학전공(가능),,컴퓨터학과 전용반
2018 학년도,2학기,학부,물리학전공,PHY1102,12,일반물리실험II,1.0,화 17:30~19:20 [R107],2.0,이범훈,18,,,,,,,,,전학년,1학년,,,
2018 학년도,2학기,학부,물리학전공,PHY1102,13,일반물리실험II,1.0,수 13:30~15:20 [R103],2.0,손원민,15,,,,,,,,,전학년,1학년,,,
2018 학년도,2학기,학부,물리학전공,PHY1102,14,일반물리실험II,1.0,수 13:30~15:20 [R107],2.0,김원태,14,,,,,,,,,전학년,1학년,,,
2018 학년도,2학기,학부,물리학전공,PHY1102,15,일반물리실험II,1.0,수 15:30~17:20 [R103],2.0,손원민,17,,,O,,,,,,전학년,1학년,컴퓨터공학전공(가능),,컴퓨터학과 전용반
2018 학년도,2학기,학부,물리학전공,PHY1102,16,일반물리실험II,1.0,수 15:30~17:20 [R107],2.0,김원태,17,,,,,,,,,전학년,1학년,,,
2018 학년도,2학기,학부,물리학전공,PHY1102,17,일반물리실험II,1.0,수 17:30~19:20 [R103],2.0,손원민,15,,,O,,,,,,전학년,1학년,컴퓨터공학전공(가능),,컴퓨터학과 전용반
2018 학년도,2학기,학부,물리학전공,PHY1102,18,일반물리실험II,1.0,수 17:30~19:20 [R107],2.0,임채호,15,,,O,,,,,,전학년,1학년,컴퓨터공학전공(가능),,컴퓨터학과 전용반
2018 학년도,2학기,학부,물리학전공,PHY1102,19,일반물리실험II,1.0,목 13:30~15:20 [R103],2.0,임채호,16,,,,,,,,,전학년,1학년,,,
2018 학년도,2학기,학부,물리학전공,PHY1102,20,일반물리실험II,1.0,목 13:30~15:20 [R107],2.0,장준익,11,,,,,,,,,전학년,1학년,,,
2018 학년도,2학기,학부,물리학전공,PHY1102,21,일반물리실험II,1.0,목 15:30~17:20 [R103],2.0,조규만,14,,,,,,,,,전학년,1학년,,,
2018 학년도,2학기,학부,물리학전공,PHY1102,22,일반물리실험II,1.0,목 15:30~17:20 [R107],2.0,장준익,15,,,,,,,,,전학년,1학년,,,
2018 학년도,2학기,학부,물리학전공,PHY1102,23,일반물리실험II,1.0,목 17:30~19:20 [R103],2.0,조규만,19,,,O,,,,,,전학년,1학년,컴퓨터공학전공(가능),,컴퓨터학과 전용반
2018 학년도,2학기,학부,물리학전공,PHY1102,24,일반물리실험II,1.0,목 17:30~19:20 [R107],2.0,장준익,16,,,,,,,,,전학년,1학년,,,
2018 학년도,2학기,학부,물리학전공,PHY1102,25,일반물리실험II,1.0,금 13:30~15:20 [R103],2.0,임채호,10,,,,,,,,,전학년,1학년,,,
2018 학년도,2학기,학부,물리학전공,PHY1102,26,일반물리실험II,1.0,금 13:30~15:20 [R107],2.0,이현철,11,,,,,,,,,전학년,1학년,,,
2018 학년도,2학기,학부,물리학전공,PHY2002,1,역학II,3.0,"화,목 13:30~14:45 [RA406B]",3.0,김현정,30,,,,,,,,,"2,3,4학년",2-4학년,,,
2018 학년도,2학기,학부,물리학전공,PHY2003,1,전자기학I,3.0,"월,수 10:30~11:45 [RA410]",3.0,김도석,10,O,,,,,,,,"2,3,4학년",2학년,,"(=전자공학과 전자장론I, 둘 중 한과목만 학점인정)",
2018 학년도,2학기,학부,물리학전공,PHY2004,1,전자기학II,3.0,"화,목 09:00~10:15 [RA406A]",3.0,조규만,39,O,,,,,,,,"2,3,4학년",2학년,,,
2018 학년도,2학기,학부,물리학전공,PHY2006,1,수리물리학II,3.0,금 10:30~13:15 [RA406A],3.0,박정혁,38,O,,,,,,,,"2,3,4학년",2학년,,,
2018 학년도,2학기,학부,물리학전공,PHY2007,1,전자물리학I,3.0,"월,수 12:00~13:15 [RA406A]",3.0,이범구,20,,,,,,,,,"2,3,4학년",2학년,,,
2018 학년도,2학기,학부,물리학전공,PHY2009,1,현대물리학,3.0,"화,목 12:00~13:15 [RA310]",3.0,박정혁,49,,,,,,,,,"2,3,4학년",2학년,,,
